Date,AALB.AS,ACKB.BR,AGN.AS,AGS.BR,AGFB.BR,AMG.AS,ACOMO.AS,APAM.AS,ARCAD.AS,ASM.AS,ASML.AS,BAMNB.AS,BAR.BR,BEFB.BR,BEKB.BR,BBED.AS,BOKA.AS,BRNL.AS,CFEB.BR,COLR.BR,CRBN.AS,DIE.BR,DSM.AS,ELI.BR,ECMPA.AS,EVS.BR,EXM.BR,FUR.AS,GBLB.BR,HAL.AS,HEIJM.AS,HEIA.AS,IBAB.BR,ICT.AS,INGA.AS,KENDR.AS,KIN.BR,KPN.AS,MELE.BR,MONT.BR,NEDAP.AS,NSI.AS,OBEL.BR,ORDI.AS,OXUR.BR,PHARM.AS,PHIA.AS,PNL.AS,RAND.AS,REC.BR,ROOD.AS,RDSA.AS,SBMO.AS,SIP.BR,SOF.BR,SOLB.BR,TESB.BR,TWEKA.AS,TUB.BR,UCB.BR,UMI.BR,VAN.BR,VASTN.AS,VPK.AS,WHA.AS,WKL.AS
2012-01-16,13.95,59.279999,3.5010000000000003,13.14,1.29,8.189,10.38,12.13,13.538305,24.905001000000002,43.311687,3.2430000000000003,5.428571,50.055576,29.23,14.49,29.66,12.465,39.689999,28.75,12.71,34.799999,37.459998999999996,29.004026,24.02,38.73,5.88,70.086952,53.950001,76.440308,8.476,35.014998999999996,6.02,2.65,6.254,18.290001,11.4,5.220111,10.7,22.412451,20.209999,71.221603,39.919998,0.996,18.219998999999998,0.714633,14.559657000000001,3.0189999999999997,24.6,3.6928099999999997,0.155,27.290001,14.619451999999999,59.407348999999996,59.009997999999996,63.881039,20.682581,16.1,23.27,31.629998999999998,17.135,37.549999,32.174999,41.0,45.509009999999996,13.425
2012-01-17,14.01,60.43,3.57,13.49,1.29,8.54,10.635,12.09,14.004975,25.200001,43.727272,3.25,5.552857,50.045696,30.040001,14.45,30.129998999999998,13.005,40.240002000000004,28.959999,12.61,35.900002,37.919998,29.19166,23.875,39.48,5.9,71.750893,55.040001000000004,77.176643,8.449,35.805,6.04,2.699,6.513,18.25,11.45,5.268614,10.76,22.421564,20.245001000000002,71.999985,39.549999,0.983,18.6,0.694782,14.491048999999999,2.9730000000000003,24.690001000000002,3.782679,0.159,27.455,14.653792999999999,59.74854699999999,60.049999,66.390411,21.293101999999998,16.16,23.48,31.6,17.4175,37.799999,31.754998999999998,41.169998,46.039803000000006,13.69
2012-01-18,14.265,61.040001000000004,3.5980000000000003,13.19,1.23,8.6,10.45,12.38,13.980670000000002,25.76,42.20779,3.22,5.642857,49.45285399999999,31.35,14.4,30.565001000000002,13.275,41.0,28.865,13.13,36.330002,38.150002,29.389167999999998,23.959999,39.580002,5.98,73.54115300000002,55.369999,80.07594300000002,8.441,35.990002000000004,6.25,2.675,6.6739999999999995,18.5,11.345999999999998,5.2176860000000005,10.82,22.348648,20.245001000000002,72.27241500000002,38.860001000000004,1.0,18.5,0.704707,14.593960999999998,2.9360000000000004,24.084999,3.921568,0.16,27.315001000000002,14.712663000000001,61.610512,59.5,65.85470600000001,21.208569,16.5,23.43,31.43,17.635,37.799999,32.009997999999996,41.384991,46.039803000000006,13.59
2012-01-19,14.56,62.16,3.778,14.04,1.25,8.959,10.43,12.895,14.165393,26.674999,42.38961,3.26,5.717142,50.174149,32.965,14.35,31.27,13.15,41.200001,29.08,13.325,38.509997999999996,38.5,28.707765999999996,24.799999,40.0,5.97,73.823433,56.73,80.07594300000002,9.109,36.075001,6.19,2.8280000000000003,7.178,18.775,11.38,5.237087,11.38,21.883812,20.27,71.891014,38.849998,1.013,18.59,0.694782,14.67237,3.17,24.209999,4.101307,0.158,27.35,14.722475,62.136929,60.84,68.570847,21.650023,17.030001000000002,23.34,31.215,17.865,37.450001,33.264998999999996,41.299999,48.006347999999996,13.875
2012-01-20,14.44,61.889998999999996,3.766,13.76,1.26,8.964,10.35,12.67,14.291782999999999,26.594998999999998,42.766232,3.34,5.697141999999999,51.359829,32.095001,15.295,31.02,13.155,41.0,29.33,13.145,38.740002000000004,38.25,28.46088,25.735001,39.490002000000004,5.97,72.90974399999998,56.450001,80.766251,9.357000000000001,36.189999,6.08,2.845,6.98,18.700001,11.26,5.289834,11.43,21.90204,20.299999,71.999985,38.494999,1.0170000000000001,18.26,0.684856,14.902698,3.173,25.184998999999998,4.044117,0.157,27.055,14.594923000000001,60.937862,59.990002000000004,70.920448,21.884838000000002,17.264999,23.1,30.870001000000002,17.98,37.259997999999996,34.32,40.759997999999996,48.963516,13.82
2012-01-23,14.545,62.389998999999996,3.8510000000000004,14.7,1.38,9.02,10.475,14.995,14.588313000000001,26.504998999999998,43.675323,3.471,5.892857,51.191856,32.43,15.58,30.91,13.25,41.330002,29.0,13.28,39.380001,38.549999,28.618887,26.275,39.549999,5.96,73.526299,57.040001000000004,81.042374,9.555,35.849998,6.05,2.79,7.101,18.629998999999998,11.23,5.178278,11.5,22.14813,20.75,72.778358,38.174999,1.034,17.879998999999998,0.704707,14.853692,3.18,25.51,4.1584959999999995,0.16,27.605,14.653792999999999,61.357048,59.470001,72.969307,21.837875,17.275,22.91,30.870001000000002,17.934998999999998,37.700001,34.73,40.695,49.163651,14.055
2012-01-24,14.22,61.599998,3.7969999999999997,14.28,1.39,8.82,10.44,15.25,14.335533999999999,26.18,43.564921999999996,3.45,5.735714,51.330189000000004,31.719998999999998,15.695,30.129998999999998,13.225,41.779999,29.105,13.31,38.279999,39.669998,28.984276,26.040001,38.970001,5.95,72.13718399999998,56.330002,78.327156,9.234,35.965,6.08,2.8,7.044,18.49,11.27,4.806625,11.54,22.211931,20.844998999999998,73.167549,37.955002,1.0590000000000002,17.950001,0.694782,14.981107999999999,3.1,25.584999,4.240196,0.168,27.715,12.848438,61.220569999999995,59.799999,71.954277,22.767746,16.975,22.85,30.700001,17.715,37.369999,33.895,40.599998,48.763382,13.9
2012-01-25,14.265,62.18,3.81,14.55,1.39,9.02,10.44,14.83,14.369562,26.48,42.798702,3.42,5.714285,50.796631,32.005001,15.5,29.965,13.47,41.400002,29.33,13.885,38.639998999999996,39.799999,28.559633,26.299999,38.060001,5.8,72.716599,55.900002,79.339607,9.254,35.849998,6.06,2.8,6.9,18.49,11.478,4.942433,11.67,22.139017000000003,20.844998999999998,71.610794,37.974998,1.041,17.82,0.684856,15.069317999999999,2.967,26.0,4.248366000000001,0.18600000000000003,27.344998999999998,12.593333,61.220569999999995,59.360001000000004,71.380974,24.063931,17.290001,22.91,31.004998999999998,17.715,37.799999,33.775002,40.445,48.737278,13.835
2012-01-26,14.52,63.0,3.7319999999999998,16.1,1.41,9.356,10.54,15.73,14.564008,26.535,43.142857,3.4760000000000004,5.828571,51.349949,32.73,16.375,30.120001000000002,13.8,41.220001,29.315001000000002,14.43,39.23,40.09,28.855896,26.82,38.25,5.84,74.432564,57.130001,80.517738,9.61,36.040001000000004,6.02,2.84,7.0920000000000005,18.73,11.492,4.971533999999999,11.65,22.14813,20.795,72.34246800000003,37.994999,1.0759999999999998,18.0,0.694782,15.280044,3.073,26.610001,4.370915,0.182,27.305,12.828814999999999,61.093842,59.970001,73.100883,23.725796,16.995001000000002,23.200001,31.26,18.3475,38.5,35.389998999999996,40.900002,49.598728,13.915
2012-01-27,14.665,62.43,3.6510000000000002,15.85,1.37,9.18,10.52,15.21,14.486229000000002,26.334999,42.551949,3.4760000000000004,5.792857,51.517921,31.450001,16.450001,29.875,13.855,41.0,29.75,14.32,38.950001,39.52,28.717640000000003,27.110001,38.599998,5.78,74.625702,56.740002000000004,80.996353,9.546,35.314999,6.0,2.76,6.986000000000001,18.575001,11.578,4.977597,11.77,22.120789000000002,20.795,73.019661,38.205002,1.056,17.99,0.684856,15.270242999999999,3.112,26.674999,4.370915,0.177,26.815001000000002,12.769944,61.415539,59.860001000000004,72.367805,24.139070999999998,17.440001000000002,23.389999,31.379998999999998,18.184998999999998,38.0,35.650002,40.619999,49.755356,13.9
2012-01-30,14.115,60.700001,3.548,15.25,1.34,8.722000000000001,10.55,15.2,14.423034,25.469998999999998,42.435062,3.35,5.6414279999999986,50.786751,30.045,16.065001000000002,29.375,13.495,40.630001,29.15,13.88,37.630001,38.814999,28.539883000000003,26.299999,38.0,5.67,73.288589,55.529999,80.572968,9.211,35.360001000000004,6.0,2.75,6.7139999999999995,18.540001,11.352,5.011549,11.32,22.111673,20.75,72.54484599999998,38.119999,1.025,17.549999,0.6650050000000001,14.932101999999999,2.9789999999999996,25.84,4.223856,0.17800000000000002,26.684998999999998,12.3137,60.440689,57.889998999999996,70.845268,24.139070999999998,17.045,22.950001,30.9,17.754998999999998,37.279999,34.259997999999996,40.314999,48.685066,13.775
2012-01-31,14.335,61.389998999999996,3.705,15.89,1.38,8.8,10.55,15.64,14.354978,25.275,42.642857,3.3,5.921428,51.053528,31.09,16.200001,29.620001000000002,13.5075,40.91,28.905001000000002,14.155,38.0,39.224990999999996,28.707765999999996,26.455,37.57,5.72,74.65541800000003,55.400002,81.769501,9.043,35.32,6.03,2.72,6.957999999999999,18.42,11.34,5.080666000000001,11.4,22.685883999999998,20.715,73.167549,38.235001000000004,1.043,17.75,0.6650050000000001,15.142826999999999,3.07,26.07,4.281045,0.175,27.08,12.720886,60.63565799999999,58.220001,70.85466,24.514776,17.5,23.200001,31.09,17.772495000000003,37.200001,34.02,41.540001000000004,48.754681,13.86
2012-02-01,14.905,62.330002,3.8110000000000004,16.75,1.44,9.046,10.87,15.0,14.486229000000002,26.205,43.564921999999996,3.425,5.915714,51.873627,33.27,16.23,30.665001,13.9575,43.110001000000004,29.285,14.2,39.0,39.814999,28.786768,27.58,38.860001000000004,5.81,75.502251,56.25,82.82798000000003,9.1,36.549999,6.08,2.8489999999999998,7.337000000000001,18.85,11.58,5.080666000000001,11.95,22.357763000000002,20.68,75.42485,39.0,1.08,18.24,0.76426,15.387857,3.11,27.33,4.215686,0.174,27.280001000000002,12.83372,60.879372,60.099998,73.89975,25.350719,18.200001,22.969998999999998,31.065001000000002,18.65,37.009997999999996,35.744999,41.974990999999996,49.755356,13.905
2012-02-02,14.92,62.689999,3.819,17.200001,1.45,9.255,10.92,15.285,14.345256,25.695,44.045452000000004,3.54,5.787142,51.903267,29.4,15.95,30.690001000000002,14.325,43.099998,29.594998999999998,13.935,39.049999,40.18,28.767017,27.860001,38.150002,5.66,76.259949,56.900002,82.837181,9.227,36.509997999999996,6.0,3.1,7.438,18.715,11.502,4.95274,11.91,22.676769,20.65,75.510468,39.720001,1.068,19.469998999999998,0.724558,15.142826999999999,3.0860000000000003,28.1,4.109477,0.17800000000000002,27.295,13.015236999999999,60.148235,60.490002000000004,73.880951,24.054537,17.889999,22.85,30.844998999999998,18.82,37.439999,36.09,41.535,50.103415999999996,14.055
2012-02-03,15.13,63.139998999999996,3.865,17.299999,1.48,9.349,10.97,15.3,14.393867000000002,26.475,44.935062,3.577,5.957142,51.755058,27.635,16.365,31.285,14.4825,43.200001,29.83,14.78,39.549999,41.02,28.648514000000002,27.84,40.48,5.69,77.448494,57.439999,82.422997,9.485,37.02,6.15,3.12,7.485,19.1,11.758,5.003668,12.0,22.14813,20.695,74.031548,40.525002,1.077,21.0,0.704707,15.510372,3.11,29.51,4.166666,0.177,27.275,13.108448000000001,60.440689,60.720001,75.065155,24.627487,18.25,22.91,30.844998999999998,19.049999,38.25,35.84,41.599998,50.242641,14.16
2012-02-06,15.035,62.779999,3.85,16.65,1.55,9.325,10.95,15.37,14.534841,27.01,44.688313,3.549,6.188571,53.069187,26.514999,16.35,31.084999,14.4175,43.919998,29.584999,14.835,39.860001000000004,41.0,28.954651000000002,27.799999,40.599998,5.78,78.206192,57.0,82.367767,9.397,36.764998999999996,6.25,3.17,7.309,19.495001000000002,11.894,5.024280999999998,12.05,22.767914,20.719998999999998,74.887764,40.224998,1.16,20.26,0.694782,15.554476999999999,3.03,28.715,4.076797,0.175,27.290001,13.4028,60.382197999999995,60.849998,74.59523,24.289351999999997,18.030001000000002,22.52,30.799999,19.0,38.049999,36.23,41.674999,50.529793,14.045
2012-02-07,14.91,61.68,3.827,16.700001,1.53,9.39,10.935,16.445,14.452201,27.15,44.21427199999999,3.549,6.285714,52.990143,27.5,16.105,31.08,14.3,43.5,29.745001000000002,15.28,39.540001000000004,40.93,29.083031,27.809998999999998,40.380001,5.73,78.310188,56.220001,80.996353,9.25,36.790001000000004,6.24,3.165,7.33,19.5,11.838,4.979416000000001,11.8,22.731457000000002,20.700001,74.21057900000002,40.384997999999996,1.145,20.389999,0.684856,15.529974,3.111,28.700001,4.044117,0.17600000000000002,27.379998999999998,13.628469,59.855782,60.540001000000004,74.294487,24.054537,18.200001,22.9,31.559998999999998,18.7125,37.610001000000004,36.395,41.665001000000004,51.65229,13.96
2012-02-08,14.7,62.080002,3.909,17.049999,1.54,9.786,11.0,17.110001,14.461924,27.475,44.155846000000004,3.5669999999999997,6.654285000000002,52.960503,28.02,16.290001,30.9,14.4775,43.93,30.040001,15.205,38.77,41.720001,28.836145000000002,27.950001,41.27,5.78,78.250763,56.049999,81.64064,8.916,36.424999,6.29,3.165,7.255,19.9,11.652000000000001,4.844215,11.7,22.758801000000002,20.719998999999998,75.347008,36.77,1.14,20.389999,0.694782,15.422161,3.108,28.705,4.215686,0.177,27.360001,13.770739,60.440689,60.41,75.563271,24.420851000000003,18.165001,22.57,30.75,18.8325,37.299999,36.779999,41.044990999999996,52.104771,13.835
2012-02-09,14.93,61.209998999999996,3.915,17.299999,1.5,9.9,11.08,17.389999,14.437617999999999,28.245001000000002,44.38961,3.5389999999999997,6.572857000000001,53.039547,27.344998999999998,16.32,30.889999,14.4,44.049999,30.07,15.1,39.400002,42.450001,28.86577,27.959999,41.07,5.74,79.275879,55.799999,81.364517,9.09,36.945,6.4,3.12,6.865,19.825001,11.68,4.77146,11.93,22.403336,21.4,75.113495,36.400002,1.14,20.49,0.684856,15.588780999999999,3.145,28.440001000000002,4.240196,0.182,27.355,13.579410999999999,60.440689,59.740002000000004,75.694847,24.52417,18.120001000000002,22.440001000000002,30.690001000000002,18.6,37.040001000000004,36.834998999999996,40.869999,52.209187,13.895
2012-02-10,14.88,60.52,3.763,16.860001,1.48,9.352,11.24,16.525,14.238310999999998,27.52,44.909088,3.388,6.4871419999999995,52.673962,27.309998999999998,16.110001,30.264999,14.2875,43.490002000000004,29.315001000000002,14.45,38.77,41.07,29.033653,27.355,41.029999,5.58,77.879341,54.400002,80.582169,8.616,36.595001,6.49,3.0,6.479,19.83,11.777999999999999,4.699313,11.66,22.202818,21.795,72.68495899999998,36.244999,1.103,20.27,0.65508,15.226137,3.153,27.91,4.174836,0.17300000000000001,27.355,13.37827,60.440689,58.610001000000004,73.918549,24.261175,18.01,22.25,30.889999,18.0,36.799999,35.685001,41.099998,51.852425,13.89
2012-02-13,14.9,61.450001,3.9189999999999996,17.110001,1.49,9.568999999999999,11.395,17.014999,14.141088,27.190001000000002,44.305195,3.38,6.521428,52.496109,27.549999,16.26,28.379998999999998,14.43,46.009997999999996,29.620001000000002,14.955,39.279999,41.439999,28.855896,27.584999,41.330002,5.64,77.894196,55.0,81.484177,8.263,36.575001,6.58,3.14,6.606,19.799999,11.88,4.776917,11.92,22.193703,22.049999,71.999985,37.18,1.119,20.700001,0.813887,15.32905,3.167,27.879998999999998,4.142156,0.18100000000000002,27.48,13.334118,61.659252,59.380001,74.895981,24.495991,18.049999,22.5,31.24,18.57,36.799999,35.84,41.185001,51.339034999999996,13.815
2012-02-14,14.89,61.389998999999996,3.753,16.700001,1.47,9.25,11.95,16.275,14.2772,27.355,44.857143,3.34,6.837142,51.695774,27.98,16.200001,28.155001000000002,14.2875,46.130001,29.235001,14.57,39.049999,41.044990999999996,28.885523,27.334999,40.619999,5.56,77.894196,54.799999,81.272476,7.977,36.555,6.35,3.139,6.565,19.799999,11.8,4.789043,12.35,22.157246,22.450001,70.5989,36.435001,1.105,20.879998999999998,0.843664,15.137927,3.0860000000000003,27.504998999999998,4.084967,0.184,27.834999,13.304682999999999,62.53661700000001,59.27,74.068924,24.495991,18.09,22.4,31.24,18.440001000000002,37.48,34.799999,41.355,50.225239,13.675
2012-02-15,15.17,61.700001,3.735,16.98,1.47,9.183,11.93,15.8,14.024420000000001,27.48,45.467533,3.32,6.991428,51.834103000000006,27.879998999999998,16.200001,28.295,14.4375,45.93,29.225,14.535,39.389998999999996,41.105,28.688013,27.235001,41.700001,5.55,78.91931899999999,54.689999,82.422997,7.787999999999999,37.895,6.36,3.14,6.711,19.825001,11.81,4.807231,12.47,22.157246,22.5,71.408417,36.599998,1.1059999999999999,20.76,0.803962,15.289845000000001,3.165,27.9,3.946078,0.174,27.655001000000002,13.167319,61.912712,59.279999,73.683586,24.730806,17.844998999999998,22.5,31.040001,18.7325,37.799999,34.744999,41.59,50.225239,13.915
2012-02-16,15.07,61.959998999999996,3.7289999999999996,16.889999,1.43,9.177,12.0,15.67,13.654973000000002,28.065001000000002,45.974026,3.31,7.0185710000000014,51.389472999999995,28.18,16.200001,28.27,14.0975,45.950001,29.129998999999998,14.415,38.439999,41.625,28.638638,27.299999,41.310001,5.38,78.800461,54.509997999999996,81.80632,8.0,38.25,6.4,3.05,6.707000000000001,19.674999,12.2,4.795106,12.59,22.685883999999998,22.0,70.38874100000002,36.18,1.101,20.719998999999998,0.803962,15.397657999999998,3.216,26.725,4.027776999999999,0.171,27.745001000000002,13.044672,62.780331000000004,59.299999,80.459846,22.401434,17.700001,22.42,31.049999,18.6525,37.880001,34.424999,41.900002,49.703148,14.005
2012-02-17,15.26,62.57,3.989,17.139999,1.52,9.224,11.93,16.139999,14.039003,28.5,46.097401,3.424,7.01,48.96376,29.674999,16.49,28.5,14.475,46.5,29.235001,14.795,38.900002,41.895,28.658388000000002,27.1,41.5,5.4,79.573013,55.5,81.226456,8.121,38.485001000000004,6.33,3.03,6.869,19.844998999999998,11.95,4.850276999999998,12.72,22.366879,22.5,70.840202,36.049999,1.102,20.76,0.794036,15.755401,3.31,27.495001000000002,4.044117,0.18,27.65,13.049578,63.170269,59.75,81.28690300000002,23.378267,17.700001,22.4,30.74,18.9275,37.990002000000004,34.830002,41.674999,49.598728,14.11
2012-02-20,15.81,63.290001000000004,4.067,16.889999,1.56,9.603,12.015,16.445,14.437617999999999,29.105,46.5,3.5210000000000004,6.86,48.415382,29.795,17.25,28.42,15.25,47.380001,29.780001000000002,14.55,39.759997999999996,42.445,28.638638,27.280001000000002,41.349998,5.52,80.553566,55.689999,80.97794300000002,8.429,40.02,6.25,3.115,6.95,19.84,12.02,4.900599,12.78,22.594739999999998,22.285,72.389175,36.150002,1.093,20.780001000000002,0.774185,16.088639999999998,4.96,27.905001000000002,4.076797,0.183,27.42,13.285059,63.940399,60.32,85.43160999999998,23.415838,17.695,22.35,30.625,19.285,37.990002000000004,35.560001,42.095001,49.990295,14.19
2012-02-21,15.54,63.23,4.007,16.530001000000002,1.5,9.603,12.04,16.275,14.330672,28.559998999999998,45.714287,3.503,6.928571000000002,48.415382,28.83,17.205,28.15,15.0,46.75,29.17,13.115,39.700001,42.0,28.925024,26.934998999999998,41.099998,5.54,80.078148,55.389998999999996,80.895111,8.51,39.654999,6.29,3.295,6.813,19.725,12.0,4.876348,12.6,22.33042,21.620001000000002,72.225716,36.259997999999996,1.114,20.74,0.8238129999999999,15.922020999999999,4.749,27.440001000000002,4.117647,0.184,27.530001000000002,13.20166,63.930653,59.900002,84.256805,22.880459,17.6,22.440001000000002,30.504998999999998,18.93,37.970001,35.080002,41.849998,49.476906,14.025
